CHKP LOAD-in
FileName set to saasim.properties
ConfigurationUtils.locate(): base is null, name is saasim.properties
Could not locate file saasim.properties at null: no protocol: saasim.properties
Loading configuration from the path saasim.properties
Base path set to file:///Users/ricardo/Documents/git/SaaSim/saasim.properties
CHKP LOAD-out
STAT-STATIC 23400000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23460000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23520000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23580000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23640000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23700000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23760000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23820000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23880000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 23940000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24000000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24060000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24120000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24180000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24240000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24300000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24360000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24420000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24480000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24540000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24600000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24660000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24720000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24780000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24840000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24900000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 24960000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25020000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25080000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25140000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25200000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25260000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25320000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25380000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25440000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25500000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25560000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25620000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25680000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25740000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25800000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25860000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25920000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 25980000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26040000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26100000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26160000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26220000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26280000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26340000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26400000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26460000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26520000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26580000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26640000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26700000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26760000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26820000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26880000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 26940000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27000000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27060000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27120000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27180000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27240000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27300000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27360000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27420000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27480000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27540000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27600000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27660000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27720000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27780000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27840000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27900000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 27960000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28020000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28080000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28140000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28200000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28260000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28320000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28380000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28440000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28500000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28560000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28620000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28680000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28740000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28800000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28860000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
STAT-STATIC 28920000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 0 A_i= 0 C_0= 0 C_i= 0 averageIAT= 0.0 var_IAT= NaN averageST= 0.0 var_ST= NaN ]
