CHKP LOAD-in
FileName set to saasim.properties
ConfigurationUtils.locate(): base is null, name is saasim.properties
Could not locate file saasim.properties at null: no protocol: saasim.properties
Loading configuration from the path saasim.properties
Base path set to file:///Users/ricardo/Documents/git/SaaSim/saasim.properties
CHKP LOAD-out
REQUEST-RT 1172432 4083 200
REQUEST-RT 1172632 3895 200
REQUEST-RT 1172833 3700 200
REQUEST-RT 1179670 10609 200
REQUEST-RT 1179673 10769 200
REQUEST-RT 1179678 10898 200
REQUEST-RT 1179682 10992 200
REQUEST-RT 1179683 11017 200
REQUEST-RT 1179686 11062 200
REQUEST-RT 1179690 11118 200
REQUEST-RT 1179694 11166 200
REQUEST-RT 1179698 11194 200
REQUEST-RT 1179702 11231 200
REQUEST-RT 1179706 11249 200
REQUEST-RT 1179709 11275 200
REQUEST-RT 1179714 11309 200
REQUEST-RT 1179718 11329 200
REQUEST-RT 1179722 11341 200
REQUEST-RT 1179726 11367 200
REQUEST-RT 1179730 11379 200
REQUEST-RT 1179734 11393 200
REQUEST-RT 1179738 11402 200
REQUEST-RT 1179742 11425 200
REQUEST-RT 1179746 11432 200
REQUEST-RT 1179750 11445 200
REQUEST-RT 1179754 11447 200
REQUEST-RT 1179758 11458 200
REQUEST-RT 1179762 11476 200
REQUEST-RT 1179766 11480 200
REQUEST-RT 1179769 11480 200
REQUEST-RT 1179774 11493 200
REQUEST-RT 1179778 11495 200
REQUEST-RT 1179782 11498 200
REQUEST-RT 1179785 11504 200
REQUEST-RT 1179786 11517 200
REQUEST-RT 1179790 11520 200
REQUEST-RT 1179875 11575 200
REQUEST-RT 1180076 11712 200
REQUEST-RT 1180277 11855 200
REQUEST-RT 1180478 11976 200
REQUEST-RT 1180678 12093 200
REQUEST-RT 1180880 12209 200
REQUEST-RT 1181082 12327 200
REQUEST-RT 1181283 12427 200
REQUEST-RT 1181484 12530 200
REQUEST-RT 1181685 12623 200
REQUEST-RT 1181886 12718 200
REQUEST-RT 1182087 12806 200
REQUEST-RT 1182288 12883 200
REQUEST-RT 1182491 12968 200
REQUEST-RT 1182691 13038 200
REQUEST-RT 1182892 13103 200
REQUEST-RT 1183093 13177 200
REQUEST-RT 1183295 13235 200
REQUEST-RT 1183496 13298 200
REQUEST-RT 1183697 13357 200
REQUEST-RT 1183899 13400 200
REQUEST-RT 1184100 13448 200
REQUEST-RT 1184301 13499 200
REQUEST-RT 1184502 13527 200
REQUEST-RT 1184703 13576 200
REQUEST-RT 1184905 13599 200
REQUEST-RT 1185107 13634 200
REQUEST-RT 1185307 13664 200
REQUEST-RT 1185509 13679 200
REQUEST-RT 1185710 13691 200
REQUEST-RT 1185911 13713 200
REQUEST-RT 1186112 13729 200
STAT-STATIC 1200000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 298 A_i= 5964 C_0= 0 C_i= 5894 averageIAT= 0.20117303822937657 var_IAT= 0.007590080172297697 averageST= 0.20062928401764513 var_ST= 1.8790041956384062E-8 ]
REQUEST-RT 1186313 13742 200
REQUEST-RT 1186515 13763 200
REQUEST-RT 1186716 13752 200
REQUEST-RT 1186918 13755 200
REQUEST-RT 1187119 13747 200
REQUEST-RT 1187320 13744 200
REQUEST-RT 1187521 13740 200
REQUEST-RT 1187723 13739 200
REQUEST-RT 1187923 13716 200
REQUEST-RT 1179665 22096 378
REQUEST-RT 1188124 13699 200
REQUEST-RT 1188326 13687 200
REQUEST-RT 1188526 13659 200
REQUEST-RT 1188727 13635 200
REQUEST-RT 1188929 13606 200
REQUEST-RT 1189130 13575 200
REQUEST-RT 1189332 13553 200
REQUEST-RT 1189533 13507 200
REQUEST-RT 1189734 13463 200
REQUEST-RT 1189936 13430 200
REQUEST-RT 1190137 13380 200
REQUEST-RT 1190338 13353 200
REQUEST-RT 1190539 13295 200
REQUEST-RT 1190740 13243 200
REQUEST-RT 1190940 13220 200
REQUEST-RT 1191143 13172 200
REQUEST-RT 1191344 13168 200
REQUEST-RT 1191544 13206 200
REQUEST-RT 1191746 13216 200
REQUEST-RT 1191947 13244 200
REQUEST-RT 1192149 13265 200
REQUEST-RT 1192350 13279 200
REQUEST-RT 1192551 13311 200
REQUEST-RT 1192752 13320 200
REQUEST-RT 1192954 13331 200
REQUEST-RT 1193154 13345 200
REQUEST-RT 1193355 13371 200
REQUEST-RT 1193557 13379 200
REQUEST-RT 1193759 13386 200
REQUEST-RT 1193959 13395 200
REQUEST-RT 1194162 13419 200
REQUEST-RT 1194363 13432 200
REQUEST-RT 1194564 13435 200
REQUEST-RT 1194765 13439 200
REQUEST-RT 1194966 13441 200
REQUEST-RT 1195167 13445 200
REQUEST-RT 1195368 13449 200
REQUEST-RT 1195570 13451 200
REQUEST-RT 1195771 13455 200
REQUEST-RT 1195972 13458 200
REQUEST-RT 1196173 13462 200
REQUEST-RT 1196375 13465 200
REQUEST-RT 1196576 13476 200
REQUEST-RT 1196777 13483 200
REQUEST-RT 1196978 13480 200
REQUEST-RT 1197179 13470 200
REQUEST-RT 1197380 13464 200
REQUEST-RT 1197582 13461 200
REQUEST-RT 1197783 13458 200
REQUEST-RT 1197984 13455 200
REQUEST-RT 1198185 13453 200
REQUEST-RT 1198386 13450 200
REQUEST-RT 1198588 13447 200
REQUEST-RT 1198789 13444 200
REQUEST-RT 1198989 13439 200
REQUEST-RT 1199192 13436 200
REQUEST-RT 1199393 13433 200
REQUEST-RT 1199594 13430 200
REQUEST-RT 1199794 13427 200
REQUEST-RT 1199996 13421 200
REQUEST-RT 1200197 13382 200
REQUEST-RT 1200399 13375 200
REQUEST-RT 1200600 13370 200
REQUEST-RT 1200801 13367 200
REQUEST-RT 1201002 13363 200
REQUEST-RT 1201204 13359 200
REQUEST-RT 1201405 13356 200
REQUEST-RT 1201605 13353 200
REQUEST-RT 1201807 13347 200
REQUEST-RT 1202009 13343 200
REQUEST-RT 1202210 13337 200
REQUEST-RT 1202410 13335 200
REQUEST-RT 1202611 13325 200
REQUEST-RT 1202814 13323 200
REQUEST-RT 1203015 13317 200
REQUEST-RT 1203216 13305 200
REQUEST-RT 1203417 13307 200
REQUEST-RT 1203619 13309 200
REQUEST-RT 1203820 13308 200
REQUEST-RT 1204020 13307 200
REQUEST-RT 1204222 13306 200
REQUEST-RT 1204424 13307 200
REQUEST-RT 1204625 13305 200
REQUEST-RT 1204826 13303 200
REQUEST-RT 1205028 13300 200
REQUEST-RT 1205229 13299 200
REQUEST-RT 1205429 13298 200
REQUEST-RT 1205630 13297 200
REQUEST-RT 1205832 13294 200
REQUEST-RT 1206033 13293 200
REQUEST-RT 1206235 13290 200
REQUEST-RT 1206436 13289 200
REQUEST-RT 1206637 13287 200
REQUEST-RT 1206838 13286 200
REQUEST-RT 1207039 13284 200
REQUEST-RT 1207241 13282 200
REQUEST-RT 1207442 13279 200
REQUEST-RT 1207643 13277 200
REQUEST-RT 1207844 13275 200
REQUEST-RT 1208046 13272 200
REQUEST-RT 1208247 13270 200
REQUEST-RT 1208448 13268 200
REQUEST-RT 1208649 13267 200
REQUEST-RT 1208850 13264 200
REQUEST-RT 1209052 13261 200
REQUEST-RT 1209253 13259 200
REQUEST-RT 1209454 13256 200
REQUEST-RT 1209655 13254 200
REQUEST-RT 1209857 13251 200
REQUEST-RT 1210058 13249 200
REQUEST-RT 1210259 13251 200
REQUEST-RT 1210460 13244 200
REQUEST-RT 1210661 13242 200
REQUEST-RT 1210863 13242 200
REQUEST-RT 1211063 13238 200
REQUEST-RT 1211265 13237 200
REQUEST-RT 1211465 13233 200
REQUEST-RT 1211667 13231 200
REQUEST-RT 1211868 13230 200
REQUEST-RT 1212070 13228 200
REQUEST-RT 1212270 13224 200
REQUEST-RT 1212472 13222 200
REQUEST-RT 1212673 13219 200
REQUEST-RT 1212875 13217 200
REQUEST-RT 1213076 13213 200
REQUEST-RT 1213277 13211 200
REQUEST-RT 1213478 13208 200
REQUEST-RT 1213679 13206 200
REQUEST-RT 1213881 13202 200
REQUEST-RT 1214084 13198 200
REQUEST-RT 1214284 13195 200
REQUEST-RT 1214487 13192 200
REQUEST-RT 1214687 13190 200
REQUEST-RT 1214889 13187 200
REQUEST-RT 1215089 13185 200
REQUEST-RT 1215292 13179 200
REQUEST-RT 1215493 13177 200
REQUEST-RT 1215694 13174 200
REQUEST-RT 1215895 13172 200
REQUEST-RT 1216096 13169 200
REQUEST-RT 1216297 13167 200
REQUEST-RT 1216499 13164 200
REQUEST-RT 1216700 13163 200
REQUEST-RT 1216901 13161 200
REQUEST-RT 1217102 13159 200
REQUEST-RT 1217304 13156 200
REQUEST-RT 1217505 13154 200
REQUEST-RT 1217706 13153 200
REQUEST-RT 1217907 13150 200
REQUEST-RT 1218109 13148 200
REQUEST-RT 1218310 13145 200
REQUEST-RT 1218511 13143 200
REQUEST-RT 1218713 13141 200
REQUEST-RT 1218914 13139 200
REQUEST-RT 1219115 13136 200
REQUEST-RT 1219316 13136 200
REQUEST-RT 1219517 13133 200
REQUEST-RT 1219718 13131 200
REQUEST-RT 1219920 13129 200
REQUEST-RT 1220121 13128 200
REQUEST-RT 1220322 13125 200
REQUEST-RT 1220524 13123 200
REQUEST-RT 1220725 13120 200
REQUEST-RT 1220926 13117 200
REQUEST-RT 1221126 13115 200
REQUEST-RT 1221328 13110 200
REQUEST-RT 1221530 13108 200
REQUEST-RT 1221731 13105 200
REQUEST-RT 1221932 13102 200
REQUEST-RT 1222133 13099 200
REQUEST-RT 1222335 13095 200
REQUEST-RT 1222535 13095 200
REQUEST-RT 1222737 13090 200
REQUEST-RT 1222938 13088 200
REQUEST-RT 1223140 13086 200
REQUEST-RT 1223341 13083 200
REQUEST-RT 1223543 13080 200
REQUEST-RT 1223743 13079 200
REQUEST-RT 1223944 13077 200
REQUEST-RT 1224146 13075 200
REQUEST-RT 1224347 13071 200
REQUEST-RT 1224548 13069 200
REQUEST-RT 1224749 13067 200
REQUEST-RT 1224951 13065 200
REQUEST-RT 1225152 13063 200
REQUEST-RT 1225353 13062 200
REQUEST-RT 1225555 13058 200
REQUEST-RT 1225756 13056 200
REQUEST-RT 1225957 13054 200
REQUEST-RT 1226158 13052 200
REQUEST-RT 1226360 13050 200
REQUEST-RT 1226560 13046 200
REQUEST-RT 1226762 13043 200
REQUEST-RT 1226963 13041 200
REQUEST-RT 1227165 13036 200
REQUEST-RT 1227365 13035 200
REQUEST-RT 1227567 13032 200
REQUEST-RT 1227768 13030 200
REQUEST-RT 1227969 13027 200
REQUEST-RT 1228171 13025 200
REQUEST-RT 1228372 13022 200
REQUEST-RT 1228574 13018 200
REQUEST-RT 1228775 13016 200
REQUEST-RT 1228976 13014 200
REQUEST-RT 1229177 13013 200
REQUEST-RT 1229378 13010 200
REQUEST-RT 1229580 13008 200
REQUEST-RT 1229781 13000 200
REQUEST-RT 1229982 12991 200
REQUEST-RT 1230184 12975 200
REQUEST-RT 1230384 12961 200
REQUEST-RT 1230586 12942 200
REQUEST-RT 1230787 12921 200
REQUEST-RT 1230988 12894 200
REQUEST-RT 1231190 12866 200
REQUEST-RT 1231391 12836 200
REQUEST-RT 1231592 12802 200
REQUEST-RT 1231793 12764 200
REQUEST-RT 1231995 12724 200
REQUEST-RT 1232196 12679 200
REQUEST-RT 1232397 12632 200
REQUEST-RT 1232599 12582 200
REQUEST-RT 1232800 12530 200
REQUEST-RT 1233001 12475 200
REQUEST-RT 1233203 12413 200
REQUEST-RT 1233403 12353 200
REQUEST-RT 1233605 12287 200
REQUEST-RT 1233806 12220 200
REQUEST-RT 1234008 12147 200
REQUEST-RT 1234208 12074 200
REQUEST-RT 1234409 11998 200
REQUEST-RT 1234612 11916 200
REQUEST-RT 1234813 11833 200
REQUEST-RT 1235015 11746 200
REQUEST-RT 1235215 11657 200
REQUEST-RT 1235416 11565 200
REQUEST-RT 1235617 11470 200
REQUEST-RT 1235819 11371 200
REQUEST-RT 1236020 11270 200
REQUEST-RT 1236221 11166 200
REQUEST-RT 1236422 11059 200
REQUEST-RT 1236623 10947 200
REQUEST-RT 1236825 10832 200
REQUEST-RT 1237025 10716 200
REQUEST-RT 1237227 10595 200
REQUEST-RT 1237428 10471 200
REQUEST-RT 1237629 10344 200
REQUEST-RT 1237831 10216 200
REQUEST-RT 1238032 10082 200
REQUEST-RT 1238233 9947 200
REQUEST-RT 1238435 9808 200
REQUEST-RT 1238636 9667 200
REQUEST-RT 1238837 9522 200
REQUEST-RT 1239038 9374 200
REQUEST-RT 1239239 9223 200
REQUEST-RT 1239441 9068 200
REQUEST-RT 1239642 8911 200
REQUEST-RT 1239843 8750 200
REQUEST-RT 1240045 8586 200
REQUEST-RT 1240246 8420 200
REQUEST-RT 1240447 8251 200
REQUEST-RT 1240648 8079 200
REQUEST-RT 1240850 7902 200
REQUEST-RT 1241051 7723 200
REQUEST-RT 1241252 7541 200
REQUEST-RT 1241454 7355 200
REQUEST-RT 1241655 7167 200
REQUEST-RT 1241856 6976 200
REQUEST-RT 1242057 6782 200
REQUEST-RT 1242259 6584 200
STAT-STATIC 1260000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 299 A_i= 6262 C_0= 0 C_i= 6174 averageIAT= 0.20117709996806163 var_IAT= 0.008290742761352303 averageST= 0.20062957563978 var_ST= 5.1135169921642025E-6 ]
REQUEST-RT 1249572 11106 200
REQUEST-RT 1249576 11352 200
REQUEST-RT 1249584 11570 200
REQUEST-RT 1249588 11694 200
REQUEST-RT 1249592 11763 200
REQUEST-RT 1249596 11829 200
REQUEST-RT 1249600 11881 200
REQUEST-RT 1249604 11926 200
REQUEST-RT 1249608 11965 200
REQUEST-RT 1249612 11992 200
REQUEST-RT 1249616 12032 200
REQUEST-RT 1249620 12067 200
REQUEST-RT 1249624 12080 200
REQUEST-RT 1249628 12110 200
REQUEST-RT 1249632 12120 200
REQUEST-RT 1249636 12147 200
REQUEST-RT 1249640 12169 200
REQUEST-RT 1249644 12182 200
REQUEST-RT 1249648 12189 200
REQUEST-RT 1249652 12208 200
REQUEST-RT 1249656 12222 200
REQUEST-RT 1249660 12237 200
REQUEST-RT 1249664 12243 200
REQUEST-RT 1249668 12259 200
REQUEST-RT 1249672 12262 200
REQUEST-RT 1249676 12270 200
REQUEST-RT 1249680 12292 200
REQUEST-RT 1249685 12294 200
REQUEST-RT 1249688 12294 200
REQUEST-RT 1249692 12306 200
REQUEST-RT 1249696 12310 200
REQUEST-RT 1249700 12317 200
REQUEST-RT 1249704 12316 200
REQUEST-RT 1249705 12322 200
REQUEST-RT 1249712 12335 200
REQUEST-RT 1249724 12347 200
REQUEST-RT 1249906 12466 200
REQUEST-RT 1250107 12604 200
REQUEST-RT 1250308 12730 200
REQUEST-RT 1250511 12859 200
REQUEST-RT 1250711 12975 200
REQUEST-RT 1250913 13094 200
REQUEST-RT 1251114 13199 200
REQUEST-RT 1251315 13307 200
REQUEST-RT 1251516 13406 200
REQUEST-RT 1251717 13500 200
REQUEST-RT 1251919 13593 200
REQUEST-RT 1252120 13677 200
REQUEST-RT 1252321 13759 200
REQUEST-RT 1252522 13842 200
REQUEST-RT 1252724 13917 200
REQUEST-RT 1252925 13989 200
REQUEST-RT 1253126 14059 200
REQUEST-RT 1253328 14121 200
REQUEST-RT 1253529 14180 200
REQUEST-RT 1253730 14239 200
REQUEST-RT 1253932 14295 200
REQUEST-RT 1254133 14341 200
REQUEST-RT 1254334 14385 200
REQUEST-RT 1254536 14429 200
REQUEST-RT 1254737 14465 200
REQUEST-RT 1254938 14500 200
REQUEST-RT 1255139 14543 200
REQUEST-RT 1255341 14567 200
REQUEST-RT 1255542 14596 200
REQUEST-RT 1255744 14616 200
REQUEST-RT 1255945 14639 200
REQUEST-RT 1256146 14656 200
REQUEST-RT 1256347 14672 200
REQUEST-RT 1256549 14685 200
REQUEST-RT 1256749 14700 200
REQUEST-RT 1256951 14695 200
REQUEST-RT 1257153 14696 200
REQUEST-RT 1257353 14701 200
REQUEST-RT 1257555 14700 200
REQUEST-RT 1257757 14686 200
REQUEST-RT 1257957 14687 200
REQUEST-RT 1258159 14675 200
REQUEST-RT 1258360 14663 200
REQUEST-RT 1249568 23545 378
REQUEST-RT 1258561 14649 200
REQUEST-RT 1258763 14627 200
REQUEST-RT 1258964 14605 200
REQUEST-RT 1259165 14580 200
REQUEST-RT 1259367 14549 200
REQUEST-RT 1259568 14531 200
REQUEST-RT 1259769 14494 200
REQUEST-RT 1259971 14452 200
REQUEST-RT 1260171 14429 200
REQUEST-RT 1260373 14384 200
REQUEST-RT 1260574 14337 200
REQUEST-RT 1260775 14294 200
REQUEST-RT 1260977 14264 200
REQUEST-RT 1261178 14213 200
REQUEST-RT 1261379 14165 200
REQUEST-RT 1261581 14116 200
REQUEST-RT 1261782 14095 200
REQUEST-RT 1261983 14059 200
REQUEST-RT 1262185 14078 200
REQUEST-RT 1262386 14108 200
REQUEST-RT 1262587 14132 200
REQUEST-RT 1262788 14150 200
REQUEST-RT 1262990 14168 200
REQUEST-RT 1263191 14182 200
REQUEST-RT 1263392 14201 200
REQUEST-RT 1263593 14217 200
REQUEST-RT 1263795 14233 200
REQUEST-RT 1263996 14251 200
REQUEST-RT 1264197 14268 200
REQUEST-RT 1264399 14282 200
REQUEST-RT 1264600 14304 200
REQUEST-RT 1264801 14311 200
REQUEST-RT 1265003 14319 200
REQUEST-RT 1265205 14330 200
REQUEST-RT 1265405 14336 200
REQUEST-RT 1265606 14344 200
REQUEST-RT 1265808 14350 200
REQUEST-RT 1266009 14360 200
REQUEST-RT 1266210 14366 200
REQUEST-RT 1266412 14371 200
REQUEST-RT 1266613 14373 200
REQUEST-RT 1266814 14381 200
REQUEST-RT 1267015 14384 200
REQUEST-RT 1267217 14386 200
REQUEST-RT 1267419 14382 200
REQUEST-RT 1267619 14381 200
REQUEST-RT 1267821 14386 200
REQUEST-RT 1268022 14386 200
REQUEST-RT 1268223 14387 200
REQUEST-RT 1268425 14380 200
REQUEST-RT 1268625 14378 200
REQUEST-RT 1268827 14377 200
REQUEST-RT 1269028 14374 200
REQUEST-RT 1269229 14371 200
REQUEST-RT 1269431 14365 200
REQUEST-RT 1269632 14358 200
REQUEST-RT 1269833 14359 200
REQUEST-RT 1270034 14351 200
REQUEST-RT 1270236 14344 200
REQUEST-RT 1270437 14337 200
REQUEST-RT 1270638 14332 200
REQUEST-RT 1270840 14324 200
REQUEST-RT 1271040 14313 200
REQUEST-RT 1271242 14308 200
REQUEST-RT 1271444 14298 200
REQUEST-RT 1271645 14288 200
REQUEST-RT 1271846 14285 200
REQUEST-RT 1272048 14276 200
REQUEST-RT 1272248 14270 200
REQUEST-RT 1272450 14259 200
REQUEST-RT 1272650 14250 200
REQUEST-RT 1272852 14240 200
REQUEST-RT 1273054 14232 200
REQUEST-RT 1273255 14224 200
REQUEST-RT 1273456 14221 200
REQUEST-RT 1273657 14218 200
REQUEST-RT 1273858 14207 200
REQUEST-RT 1274060 14206 200
REQUEST-RT 1274261 14204 200
REQUEST-RT 1274462 14197 200
REQUEST-RT 1274664 14194 200
REQUEST-RT 1274865 14190 200
REQUEST-RT 1275066 14189 200
REQUEST-RT 1275267 14188 200
REQUEST-RT 1275468 14187 200
REQUEST-RT 1275669 14187 200
REQUEST-RT 1275871 14187 200
REQUEST-RT 1276072 14191 200
REQUEST-RT 1276274 14191 200
REQUEST-RT 1276475 14195 200
REQUEST-RT 1276676 14196 200
REQUEST-RT 1276878 14198 200
REQUEST-RT 1277079 14197 200
REQUEST-RT 1277280 14195 200
REQUEST-RT 1277481 14195 200
REQUEST-RT 1277683 14194 200
REQUEST-RT 1277884 14198 200
REQUEST-RT 1278084 14198 200
REQUEST-RT 1278286 14194 200
REQUEST-RT 1278488 14191 200
REQUEST-RT 1278690 14193 200
REQUEST-RT 1278890 14192 200
REQUEST-RT 1279092 14190 200
REQUEST-RT 1279293 14189 200
REQUEST-RT 1279494 14187 200
REQUEST-RT 1279696 14182 200
REQUEST-RT 1279896 14181 200
REQUEST-RT 1280097 14179 200
REQUEST-RT 1280299 14173 200
REQUEST-RT 1280501 14172 200
REQUEST-RT 1280701 14169 200
REQUEST-RT 1280903 14168 200
REQUEST-RT 1281104 14167 200
REQUEST-RT 1281305 14163 200
REQUEST-RT 1281507 14158 200
REQUEST-RT 1281708 14157 200
REQUEST-RT 1281909 14155 200
REQUEST-RT 1282111 14150 200
REQUEST-RT 1282312 14148 200
REQUEST-RT 1282513 14141 200
REQUEST-RT 1282714 14136 200
REQUEST-RT 1282916 14134 200
REQUEST-RT 1283116 14134 200
REQUEST-RT 1283317 14129 200
REQUEST-RT 1283519 14124 200
REQUEST-RT 1283720 14123 200
REQUEST-RT 1283921 14121 200
REQUEST-RT 1284123 14118 200
REQUEST-RT 1284324 14113 200
REQUEST-RT 1284525 14109 200
REQUEST-RT 1284727 14106 200
REQUEST-RT 1284928 14102 200
REQUEST-RT 1285129 14099 200
REQUEST-RT 1285331 14092 200
REQUEST-RT 1285532 14091 200
REQUEST-RT 1285733 14090 200
REQUEST-RT 1285935 14086 200
REQUEST-RT 1286136 14082 200
REQUEST-RT 1286337 14078 200
REQUEST-RT 1286539 14076 200
REQUEST-RT 1286740 14074 200
REQUEST-RT 1286941 14072 200
REQUEST-RT 1287143 14070 200
REQUEST-RT 1287344 14069 200
REQUEST-RT 1287545 14068 200
REQUEST-RT 1287747 14065 200
REQUEST-RT 1287948 14064 200
REQUEST-RT 1288149 14061 200
REQUEST-RT 1288351 14059 200
REQUEST-RT 1288552 14058 200
REQUEST-RT 1288753 14054 200
REQUEST-RT 1288954 14054 200
REQUEST-RT 1289155 14053 200
REQUEST-RT 1289357 14049 200
REQUEST-RT 1289558 14048 200
REQUEST-RT 1289759 14047 200
REQUEST-RT 1289960 14044 200
REQUEST-RT 1290163 14042 200
REQUEST-RT 1290363 14040 200
REQUEST-RT 1290564 14037 200
REQUEST-RT 1290766 14034 200
REQUEST-RT 1290967 14033 200
REQUEST-RT 1291168 14028 200
REQUEST-RT 1291369 14023 200
REQUEST-RT 1291571 14011 200
REQUEST-RT 1291772 13999 200
REQUEST-RT 1291974 13984 200
REQUEST-RT 1292175 13965 200
REQUEST-RT 1292376 13945 200
REQUEST-RT 1292577 13922 200
REQUEST-RT 1292778 13892 200
REQUEST-RT 1292979 13864 200
REQUEST-RT 1293181 13832 200
REQUEST-RT 1293382 13798 200
REQUEST-RT 1293583 13758 200
REQUEST-RT 1293784 13716 200
REQUEST-RT 1293986 13671 200
REQUEST-RT 1294187 13626 200
REQUEST-RT 1294388 13578 200
REQUEST-RT 1294590 13526 200
REQUEST-RT 1294791 13471 200
REQUEST-RT 1294992 13414 200
REQUEST-RT 1295194 13352 200
REQUEST-RT 1295395 13288 200
REQUEST-RT 1295597 13222 200
REQUEST-RT 1295798 13152 200
REQUEST-RT 1295999 13081 200
REQUEST-RT 1296200 13007 200
REQUEST-RT 1296402 12929 200
REQUEST-RT 1296603 12848 200
REQUEST-RT 1296804 12765 200
REQUEST-RT 1297006 12679 200
REQUEST-RT 1297207 12591 200
REQUEST-RT 1297408 12500 200
REQUEST-RT 1297610 12404 200
REQUEST-RT 1297811 12307 200
REQUEST-RT 1298012 12206 200
REQUEST-RT 1298214 12113 200
REQUEST-RT 1298415 12080 200
REQUEST-RT 1298616 12051 200
REQUEST-RT 1298818 12023 200
REQUEST-RT 1299019 11990 200
REQUEST-RT 1299219 11962 200
REQUEST-RT 1299421 11931 200
REQUEST-RT 1299622 11898 200
REQUEST-RT 1299824 11868 200
REQUEST-RT 1300025 11837 200
REQUEST-RT 1300226 11804 200
REQUEST-RT 1300428 11773 200
REQUEST-RT 1300629 11741 200
REQUEST-RT 1300830 11709 200
REQUEST-RT 1301031 11673 200
REQUEST-RT 1301232 11638 200
REQUEST-RT 1301434 11603 200
REQUEST-RT 1301635 11569 200
REQUEST-RT 1301836 11529 200
REQUEST-RT 1302038 11493 200
REQUEST-RT 1302239 11460 200
REQUEST-RT 1302440 11423 200
REQUEST-RT 1302641 11386 200
REQUEST-RT 1302843 11344 200
REQUEST-RT 1303044 11304 200
REQUEST-RT 1303245 11265 200
REQUEST-RT 1303447 11221 200
REQUEST-RT 1303648 11181 200
REQUEST-RT 1303849 11143 200
REQUEST-RT 1304051 11103 200
REQUEST-RT 1304252 11061 200
REQUEST-RT 1304453 11016 200
REQUEST-RT 1304655 10973 200
REQUEST-RT 1304856 10929 200
STAT-STATIC 1320000 0 MachineStatistics [U= 0.0 N= 1 N_warmingDown= 0 N_startingUp = 0 A_0= 0.0 tier= 0 T= 60 B= 0 A_0= 298 A_i= 6560 C_0= 0 C_i= 6485 averageIAT= 0.2011821646341466 var_IAT= 0.004248991267854693 averageST= 0.20062683114880508 var_ST= 4.8701760820249416E-6 ]
REQUEST-RT 1310240 12726 200
REQUEST-RT 1310243 12738 200
REQUEST-RT 1310251 12751 200
REQUEST-RT 1310255 12756 200
REQUEST-RT 1310259 12761 200
REQUEST-RT 1310263 12770 200
REQUEST-RT 1310267 12778 200
REQUEST-RT 1310271 12777 200
REQUEST-RT 1310275 12780 200
REQUEST-RT 1310279 12796 200
REQUEST-RT 1310283 12801 200
REQUEST-RT 1310287 12801 200
REQUEST-RT 1310291 12804 200
REQUEST-RT 1310295 12803 200
REQUEST-RT 1310299 12815 200
REQUEST-RT 1310303 12815 200
REQUEST-RT 1310307 12820 200
REQUEST-RT 1310311 12819 200
REQUEST-RT 1310315 12816 200
REQUEST-RT 1310319 12822 200
REQUEST-RT 1310323 12833 200
REQUEST-RT 1310327 12832 200
REQUEST-RT 1310332 12834 200
REQUEST-RT 1310335 12836 200
REQUEST-RT 1310339 12834 200
REQUEST-RT 1310347 12841 200
REQUEST-RT 1310351 12841 200
REQUEST-RT 1310493 12853 200
REQUEST-RT 1310693 12864 200
REQUEST-RT 1310895 12881 200
REQUEST-RT 1311097 12897 200
REQUEST-RT 1311298 12904 200
REQUEST-RT 1311500 12919 200
REQUEST-RT 1311700 12946 200
REQUEST-RT 1311901 12965 200
REQUEST-RT 1312104 12989 200
REQUEST-RT 1312304 13005 200
REQUEST-RT 1312505 13033 200
REQUEST-RT 1312707 13044 200
REQUEST-RT 1312909 13074 200
REQUEST-RT 1313109 13090 200
REQUEST-RT 1313311 13116 200
REQUEST-RT 1313512 13148 200
REQUEST-RT 1313713 13182 200
REQUEST-RT 1313915 13211 200
REQUEST-RT 1314116 13247 200
REQUEST-RT 1314318 13277 200
REQUEST-RT 1314519 13314 200
REQUEST-RT 1314721 13350 200
REQUEST-RT 1314923 13390 200
REQUEST-RT 1315123 13437 200
REQUEST-RT 1315324 13472 200
REQUEST-RT 1315525 13515 200
REQUEST-RT 1315727 13572 200
REQUEST-RT 1315928 13611 200
REQUEST-RT 1316129 13660 200
REQUEST-RT 1316331 13711 200
REQUEST-RT 1316532 13740 200
REQUEST-RT 1316733 13789 200
REQUEST-RT 1316935 13811 200
REQUEST-RT 1317136 13837 200
REQUEST-RT 1317338 13873 200
REQUEST-RT 1317539 13887 200
REQUEST-RT 1317740 13909 200
REQUEST-RT 1317941 13925 200
REQUEST-RT 1318143 13953 200
REQUEST-RT 1318344 13962 200
REQUEST-RT 1318546 13971 200
REQUEST-RT 1318747 13976 200
REQUEST-RT 1318948 13965 200
REQUEST-RT 1319149 13962 200
REQUEST-RT 1319352 13960 200
REQUEST-RT 1319552 13952 200
REQUEST-RT 1319753 13948 200
REQUEST-RT 1319955 13932 200
REQUEST-RT 1320156 13913 200
REQUEST-RT 1320358 13900 200
REQUEST-RT 1320559 13876 200
REQUEST-RT 1320760 13853 200
REQUEST-RT 1320961 13840 200
REQUEST-RT 1321163 13800 200
